,Unnamed: 0,lang,sensitive,retweet,reply,likes,quote,created,text,id,author_id,sentiment,topic
6671,6671,en,FALSE,0,0,0,0,2021-12-03T20:59:26.000Z,Free Guy has to be one of my best movies of 2021. But Dune has to be number Uno.,1.47E+18,7.48E+17,positive,review or commentary
2483,2483,en,FALSE,2,4,53,0,2021-12-05T18:53:48.000Z,Dune Buggy driving was a vibeeeeeee 🛺🛺🛺 https://t.co/Nk6Or2VEsO,1.47E+18,575519987,neutral,other
458,458,en,FALSE,0,0,2,0,2021-12-06T19:51:00.000Z,"Friend on snapchat said ""damn bitch you took dune to heart"" 😭💀 https://t.co/UmpRax3icu",1.47E+18,240494617,neutral,other
5051,5051,en,FALSE,0,0,1,0,2021-12-04T14:53:01.000Z,DUNE REWATCH NIGHT https://t.co/sVjVE0PQOj,1.47E+18,1.34E+18,positive,other
2227,2227,en,FALSE,0,0,0,0,2021-12-05T21:22:49.000Z,Nearly fell asleep on the drive home in Richmond but then I put on the Dune soundtrack so it got better,1.47E+18,58373429,positive,soundtrack or sound quality
410,410,en,FALSE,0,0,3,2,2021-12-06T20:19:12.000Z,"Tonight at 7:30pm AEDT (or 4:30pm In WA) we are returning to Arrakis for Denis Villeneuve’s @dunemovie and we are joined once again by our favourite Spice Blancmange trader @MagnusDanger! Don’t be a Shai Hulud, Join us at https://t.co/gU0O8TX2jb!
The Spice Must Flow! #dune #movie https://t.co/dkfpTJEWQQ",1.47E+18,177857574,neutral,actors or characters
3789,3789,en,FALSE,4,0,12,0,2021-12-05T03:01:14.000Z,We live in a world where DUNE Part II and Across the SpiderVerse Part II will release in 2023 and we honestly don’t deserve it! https://t.co/hZW65hydup,1.47E+18,2497063076,positive,other
7948,7948,en,FALSE,0,2,8,0,2021-12-03T07:46:24.000Z,"NO SPOILERS

but I just saw Dune, and let me just say it was very good. Would definitely recommend you go and see it",1.47E+18,1.30E+18,positive,review or commentary
7750,7750,en,FALSE,0,0,0,0,2021-12-03T10:06:30.000Z,"A new issue of ""The Dune Times"" is just out! Don't miss it! https://t.co/qj8bGNLI1z With thanks to @pedroprola #news #photography",1.47E+18,2253896635,neutral,other
2383,2383,en,FALSE,2,0,24,0,2021-12-05T19:52:42.000Z,"No, it’s actually “Dune 2: Sandworm Boogaloo.”

True story. https://t.co/r5kNrHXx2G",1.47E+18,17877850,neutral,other
6259,6259,en,FALSE,0,3,9,0,2021-12-04T00:55:10.000Z,"Saw Dune for the 3rd time today, 2nd time in IMAX. 

Still catching new details with each watch and really enjoyed it.",1.47E+18,10665432,positive,review or commentary
7141,7141,en,FALSE,0,0,0,0,2021-12-03T16:25:41.000Z,Dune: the version of Ridley Scott that you’ll never see https://t.co/YZou9iE67A,1.47E+18,1.37E+18,neutral,actors or characters
6021,6021,en,FALSE,0,0,1,0,2021-12-04T03:12:47.000Z,The best subtext of #Dune https://t.co/da5mpEU4fu,1.47E+18,31718580,positive,review or commentary
5424,5424,en,FALSE,0,0,0,0,2021-12-04T10:03:08.000Z,"Watching the early #Dune movie.
And yes, it's worse than I remember.",1.47E+18,218301864,neutral,other
6200,6200,en,FALSE,0,0,0,0,2021-12-04T01:30:11.000Z,"New Movies On Demand: 'Dune,' 'The Last Duel,' 'Belfast,' + More https://t.co/L6FKUe44Rc via @decider",1.47E+18,2544914191,neutral,other
8219,8219,en,FALSE,0,0,0,0,2021-12-03T04:24:26.000Z,Dune - https://t.co/mQdxP3ZSjJ https://t.co/BoaAxLLCb2,1.47E+18,3186904726,neutral,other
1299,1299,en,FALSE,0,0,0,0,2021-12-06T08:15:27.000Z,DUNE 2021 vs DUNE 1984 Trailer Scenes https://t.co/D8QilwQWhH,1.47E+18,1.36E+18,neutral,other
2472,2472,en,FALSE,0,0,0,0,2021-12-05T18:57:34.000Z,y’all should i watch dune or is it gonna be a waste of time,1.47E+18,9.03E+17,neutral,other
5942,5942,en,FALSE,0,0,0,0,2021-12-04T04:00:20.000Z,Dune (2021) REACTION: Spice WARS! GREAT Book Adaptation. There WILL Be A SEQUEL! Mindgasms Quickies https://t.co/Ott0QUqzt9,1.47E+18,1061322896,positive,review or commentary
8679,8679,en,FALSE,0,0,0,0,2021-12-03T00:34:34.000Z,Check out this listing I just added to my #Poshmark closet: Dune London Backpack/Purse. https://t.co/ktG2TR5TqT #shopmycloset @poshmarkapp,1.47E+18,1.35E+18,neutral,other
6071,6071,en,FALSE,2,0,0,0,2021-12-04T02:49:34.000Z,"Struggling to find marital bliss, Thelma and Saman book a magic mushroom ceremony in Hawaii.

by #charlotte_dune 
get it now  https://t.co/IuBXKGFOjr
https://t.co/LVN7YSb7d8
pls RT 
#iartg 
#asmsg 
#bookboost 
#Fantasy and Romance. https://t.co/Bs89UxNlYY",1.47E+18,8.18E+17,neutral,other
6543,6543,en,FALSE,0,0,3,0,2021-12-03T22:18:32.000Z,"We watched the old Dune with the teenager so he’d have the comparison.  He kept saying, “why are they all white?????”",1.47E+18,16123125,positive,actors or characters
5276,5276,en,FALSE,0,0,0,0,2021-12-04T11:42:48.000Z,Dune (Part One) — Spice Up Your Life https://t.co/m0Nx22zJTX,1.47E+18,1.43E+18,positive,review or commentary
6856,6856,en,FALSE,2,0,2,0,2021-12-03T19:15:40.000Z,"Dune - Rainbow To The Stars (Official Video) https://t.co/XgCSTHp6re 

ⒻⓇⒾⒹⒶⓨ  ⒹⒾⓈⒸⓞ
✺꧁꧂꧁꧂
𝔽ℝ𝕀𝔻𝔸𝕐 𝔻𝕀𝕊ℂ𝕆    
#fridaydisco",1.47E+18,172884537,neutral,other
340,340,en,FALSE,0,0,0,0,2021-12-06T21:03:32.000Z,i want to read dune but only so i can win debates w guys (specifically those who read dune or pretended to) that pretend to be better than me,1.47E+18,1.43E+18,neutral,book
4869,4869,en,FALSE,38,7,299,4,2021-12-04T17:01:15.000Z,"#Dune &amp; #IMAX, a match made in heaven!
In its 7th FRI, #DuneMovie grossed 510k, a +263% boost from THU &amp; only a -36% drop from last FRI - despite last FRI being boosted by Thanksgiving, the best hold of the weekend- for a 103.3M cume at domestic #BoxOffice.
Eyeing a 106M-110M run https://t.co/2m18jw11Jf",1.47E+18,141378935,positive,theatre or streaming service
7946,7946,en,FALSE,0,0,0,0,2021-12-03T07:47:56.000Z,"The #Bingeistaan Guys are back!

This week @irocksid @maharshs @gauravgjain discuss the mega releases of Hollywood and Bollywood in the theatrical experience and also, what’s cooking in the kitchen of the OTT apps!

Listen Now: https://t.co/Z5opMN1c3N https://t.co/Yx9EDxz40q",1.47E+18,9.97E+17,neutral,other
3669,3669,en,FALSE,0,0,1,0,2021-12-05T04:14:22.000Z,The DUNE movie turned out to be pretty good. ^^,1.47E+18,1.46E+18,positive,review or commentary
6950,6950,en,FALSE,0,3,10,0,2021-12-03T18:22:21.000Z,"I rewatched Dune. In my first viewing, I really liked it, but now that I know the movie's structure, I really loved it.",1.47E+18,7.09E+17,positive,review or commentary
3533,3533,en,FALSE,0,0,2,0,2021-12-05T05:30:59.000Z,Sloppy from the dune worm ¿?,1.47E+18,1.27E+18,neutral,actors or characters
288,288,en,FALSE,0,0,0,1,2021-12-06T21:31:10.000Z,"⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀lith , huh ? you dress in all black , it ' s reasonable conclusion . 
⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀( she chuckles and shrugged . )
⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀call me dune . i would advise not asking about my normal name . 
⠀ https://t.co/tf42eJBWfU",1.47E+18,1.42E+18,neutral,other
7079,7079,en,FALSE,0,0,0,0,2021-12-03T17:01:32.000Z,Just posted a photo @ Dune https://t.co/7haHXeIJyM,1.47E+18,1.03E+18,neutral,other
4108,4108,en,FALSE,0,0,0,0,2021-12-05T00:04:06.000Z,Hey how many of the Dune books should I get my wife? I'm guessing it's the first 3 but I have no clue,1.47E+18,13330042,positive,book
3203,3203,en,FALSE,0,1,7,0,2021-12-05T09:52:40.000Z,Dune was incredible. Glad I waited to watch it at the cinema.,1.47E+18,371584510,positive,review or commentary
6421,6421,en,FALSE,0,0,11,0,2021-12-03T23:22:44.000Z,Dune for the 4th time in imax. Still slaps. Haven’t seen a movie this many times in theaters since rise of skywalker. https://t.co/VmXWhkjnFT,1.47E+18,267409098,positive,theatre or streaming service
4744,4744,en,FALSE,1,1,2,0,2021-12-04T18:19:43.000Z,seeing #Dune again. &lt;3 this time in IMAX,1.47E+18,1.30E+18,positive,theatre or streaming service
1031,1031,en,FALSE,0,0,0,0,2021-12-06T13:06:40.000Z,"Broke: Villeneuve's Dune is brutalist
Woke: Villeneuve's Dune is wabi-sabi",1.47E+18,3310928072,neutral,cinematography or videography
623,623,en,FALSE,0,0,0,0,2021-12-06T18:02:29.000Z,James McAvoy in children of dune? Hell yes.,1.47E+18,1.47E+18,positive,actors or characters
5417,5417,en,FALSE,0,1,8,0,2021-12-04T10:07:09.000Z,"DUNE (2021, dir. Denis Villeneuve)

The son of a wealthy industrialist resumes life as normal with the support of his family after tragically killing a black man.",1.47E+18,1045057057,neutral,review or commentary
4359,4359,en,FALSE,0,0,1,0,2021-12-04T21:56:52.000Z,Just bought the next two books of dune. I'm hyperfixated hard. TIME TO LEARN EVERY SINGLE THING ABOUT THIS TOPIC,1.47E+18,1.07E+18,positive,book
6511,6511,en,FALSE,0,1,1,0,2021-12-03T22:35:59.000Z,Just got the gorgeous 2019 deluxe edition of Dune in the mail today! 😍 #Dune #FrankHerbert https://t.co/aWS67DsG92,1.47E+18,3070330126,positive,book
3978,3978,en,FALSE,0,1,2,0,2021-12-05T01:08:19.000Z,"Can you tell how this shot from Dune '84 was created? I bet you can't! Everything you see was accomplished using practical effects ONLY--in camera. Nothing done in post. The people standing at vessel entrance and base of stairs are REAL actors. Also, no matte painting involved. https://t.co/wjHgdfvP3E",1.47E+18,28307736,positive,cinematography or videography
6395,6395,en,FALSE,0,0,0,0,2021-12-03T23:36:28.000Z,Just watched Dune (1984) oh man I laughed a lot. Not because it's funny but because it sucks,1.47E+18,1.39E+18,negative,other
5473,5473,en,FALSE,0,0,1,0,2021-12-04T09:27:00.000Z,Luke Akehurst looks like a Harkonnen extra from Lynch's Dune.,1.47E+18,7.76E+17,neutral,actors or characters
2709,en,FALSE,0,0,0,0,2021-12-05T16:29:09.000Z,,Dune (3D Blu-ray + Blu-ray + Digital) Pre-Order $27.99 at Amazon https://t.co/F0cftzepCU,27473141,7.76E+17,neutral,theatre or streaming service
2877,2877,en,FALSE,0,0,0,0,2021-12-05T14:38:50.000Z,Dune much better on rewatch. Glad TGV put it back on IMAX,1.47E+18,377859799,positive,review or commentary
249,249,en,FALSE,0,0,1,0,2021-12-06T21:47:44.000Z,"Ooooo, Dune is up for rental. That's tomorrow night sorted https://t.co/BIo0w7VMEL",1.47E+18,30976413,positive,theatre or streaming service
6424,6424,en,FALSE,0,0,1,0,2021-12-03T23:22:00.000Z,The Unit Meets Warehouse 13: The Nightstalkers by @Bob_Mayer #area51 #sciencefiction https://t.co/LYm4FCm3OP via @SlideShare #Foundation #aliens #Dune #TheExpanse #scifi #art #Germany https://t.co/yb5rt33OD4,1.47E+18,2780504052,neutral,other
1670,1670,en,FALSE,0,0,0,0,2021-12-06T03:04:24.000Z,PETER DUNE,1.47E+18,1.39E+18,neutral,other
6100,6100,en,FALSE,0,1,4,0,2021-12-04T02:31:27.000Z,"HOLY SHIT.
DUNE IS BACK IN IMAX THIS WEEKEND",1.47E+18,1.46E+18,positive,theatre or streaming service
1294,1294,en,FALSE,0,0,0,0,2021-12-06T08:19:03.000Z,DUNE CHRONICLES OF THE IMPERIUM ORIGINAL NO REPRINT ROLE PLAY GAME HB HC RPG VGC https://t.co/0uvh1i6X5C eBay https://t.co/5pEPTyP5yj,1.47E+18,1.46E+18,neutral,other
6670,6670,en,FALSE,1,0,2,0,2021-12-03T21:00:06.000Z,USGS dune database entry number 3461-610 - https://t.co/WPQGb80UIU https://t.co/U15W8ZwptF,1.47E+18,4438807636,neutral,other
3883,3883,en,FALSE,0,0,0,0,2021-12-05T02:14:08.000Z,"Deanie believes perseverance is the key to accomplishing amazing things and has made it her mission to share this message, one that can benefit every child. 

 https://t.co/DA9plrrtev 
 https://t.co/ur1NF77vB6 
#AuthorUpROAR #MasterBlaster #WilbursNewHome 
@DeanieHDunne https://t.co/I7zfutyQvn",1.47E+18,318774557,neutral,other
5601,5601,en,FALSE,12,10,126,0,2021-12-04T07:46:44.000Z,"Just got home from IMAX and seen Dune. Wow what an absolute thriller that was. 

The things you can do when your vaccinated and don’t love Craig Kelly. BEST DAY EVER!!! 
#Melbourneprotest",1.47E+18,8.10E+17,positive,review or commentary
2687,2687,en,FALSE,0,0,0,0,2021-12-05T16:45:34.000Z,About to see Dune in IMAX!,1.47E+18,1.06E+18,positive,theatre or streaming service
2534,2534,en,FALSE,0,0,0,0,2021-12-05T18:23:49.000Z,Dune secured 😍,1.47E+18,537383623,positive,theatre or streaming service
3416,3416,en,FALSE,0,6,21,0,2021-12-05T06:59:55.000Z,the one glaring flaw in the new dune is that the score isn't great but david lynch dune soundtrack whips ass,1.47E+18,23520102,negative,soundtrack or sound quality
1905,1905,en,FALSE,0,0,0,0,2021-12-06T00:22:43.000Z,Elon is starting to look like a villain from Dune,1.47E+18,319918903,neutral,actors or characters
5920,5920,en,FALSE,0,1,1,0,2021-12-04T04:10:19.000Z,That was @Dune_in_Katy driving too slow and moved to the left lane when @DRDREon290 got him 😅 https://t.co/fvszI1bCOl,1.47E+18,339107273,neutral,other
514,514,en,FALSE,0,0,0,0,2021-12-06T19:14:04.000Z,Just played: Aroma - Otherly Love - DUNE Drift (Topaz),1.47E+18,211291588,neutral,other
5947,5947,en,FALSE,0,0,3,0,2021-12-04T03:58:37.000Z,essentially the plot of dune https://t.co/K1HAgmLYk0,1.47E+18,1.38E+18,neutral,review or commentary
7644,7644,en,FALSE,0,0,0,0,2021-12-03T11:35:21.000Z,"Top 10 Hollywood films of 2021 as per National Board of review or commentary: Dune, The Last Duel, Licorice Pizza make it to the list https://t.co/acwTBwm7b3",1.47E+18,1.44E+18,positive,awards or nomination
3368,3368,en,FALSE,0,0,0,0,2021-12-05T07:29:48.000Z,Just saw Dune… why wasn’t it 8 hours long??,1.47E+18,3232134685,positive,review or commentary
8406,8406,en,FALSE,0,0,2,0,2021-12-03T02:37:00.000Z,What if D-Day changed? https://t.co/7ttbojcIds #30secondbook #timetravel #history #historyteacher #homeschooling #scifi https://t.co/aNmnippwmJ #WheelOfTime #Dune #ThursdayThoughts #scifi,1.47E+18,33345091,neutral,other
1788,1788,en,FALSE,0,0,0,0,2021-12-06T01:34:11.000Z,Dune : when you meet the guy you think will be the saviour of the universe and his name is Paul. 🤦‍♀️,1.47E+18,536122740,neutral,actors or characters
7466,7466,en,FALSE,0,2,11,0,2021-12-03T13:21:40.000Z,Weirdest part of Dune was that the Harkonnens spent 60 years of spice profits on a war with no real benefits. Do they not have short sellers in the universe?,1.47E+18,226576706,negative,actors or characters
7656,7656,en,FALSE,0,0,0,0,2021-12-03T11:25:04.000Z,Indiana Dunes National Park  #Soil #Sand #Nature #Outdoors #Land #Dune #Shoreline #Water https://t.co/UicvX8SDFJ,1.47E+18,1.35E+18,neutral,other
2597,2597,en,FALSE,0,0,0,0,2021-12-05T17:42:48.000Z,"#Dune movie review or commentary - NEGROMANCER 2.0: review or commentary: 2021 ""DUNE "" is Both Tremendous and Tedious https://t.co/jEnras0zcz",1.47E+18,311219545,positive,review or commentary
5869,5869,en,FALSE,0,0,2,0,2021-12-04T04:39:39.000Z,Omg! Dune OMFG #DuneMovie https://t.co/Iyil01rhR9,1.47E+18,18526346,positive,review or commentary
6873,6873,en,FALSE,0,0,1,0,2021-12-03T19:05:32.000Z,It's nearly time to relive the most epic film of the year. Rent the Home Premiere of #DuneMovie this Monday! https://t.co/lmPSwyCf2z,1.47E+18,1.16E+18,positive,review or commentary
6590,6590,en,FALSE,0,0,0,0,2021-12-03T21:48:54.000Z,US based peeps can now buy Dune. https://t.co/BFcsks5lln,1.47E+18,14970812,neutral,theatre or streaming service
2607,2607,en,FALSE,0,1,1,0,2021-12-05T17:33:31.000Z,"Mom: I really liked Oscar Isaac in ""Dune.""

Me: Oh, he looks great! Such a stern brunch daddy.

Mom: ...a what?

Me: ...nothing. https://t.co/Nl4vlaV1OF",1.47E+18,25332470,positive,actors or characters
293,293,en,FALSE,0,1,7,0,2021-12-06T21:27:15.000Z,"the dune soundtrack has, in my opinion, solidified Hans Zimmer as the best film score composer in history.",1.47E+18,1378772042,positive,soundtrack or sound quality
2185,2185,en,FALSE,0,0,0,0,2021-12-05T21:50:03.000Z,Dune 10/10 https://t.co/eC0Yas1Knu,1.47E+18,1.02E+18,positive,review or commentary
5732,5732,en,FALSE,0,3,23,0,2021-12-04T06:09:50.000Z,"There are about 10 theaters in the country that present IMAX movies in the full 1.43:1 aspect ratio on gigantic screens (the LA one is citywalk). if you're able to, see Dune at one of these houses. It's an incredible experience and it feels like the movie was made for the format",1.47E+18,33843641,positive,theatre or streaming service
5907,5907,en,FALSE,0,0,1,0,2021-12-04T04:14:44.000Z,Been training my brain to say Dune with a D instead of a J and it’s been a big fail,1.47E+18,1.44E+18,neutral,other
4353,4353,en,FALSE,0,1,0,0,2021-12-04T22:00:06.000Z,watching dune in the cinema must have been an amazing experience,1.47E+18,755857261,positive,theatre or streaming service
2098,2098,en,FALSE,0,3,10,0,2021-12-05T22:27:27.000Z,"Dune was as ponderious and as grandiose as I expectesd to be. The casting was perfect, the actors sublime.

But my ultimate takeaway was just how much Javier Bardem and @newbiedm are twins from different mothers!",1.47E+18,14643449,positive,actors or characters
6361,6361,en,FALSE,0,2,10,0,2021-12-03T23:53:30.000Z,Zendaya after being in Dune for 5 minutes https://t.co/2BaR6cL99c,1.47E+18,8.03E+17,neutral,actors or characters
1667,1667,en,FALSE,0,0,0,0,2021-12-06T03:05:43.000Z,Liking what I’m DUNE tomorrow?,1.47E+18,9.00E+17,neutral,other
1971,1971,en,FALSE,0,0,0,0,2021-12-05T23:49:04.000Z,First Look at DUNE: A WHISPER OF CALADAN SEAS #1 from BOOM! Studios: BOOM! Studios has unleashed a fervent first look at DUNE: A WHISPER OF CALADAN SEAS #1. The press release follows: Media Release — BOOM! Studios today revealed a first look at DUNE:…… https://t.co/tWG0DIlCWo https://t.co/WelsV5Xp0q,1.47E+18,8952542,neutral,book
647,647,en,FALSE,0,0,0,0,2021-12-06T17:47:01.000Z,"Check out this book - 'My Life at Sweetbrier: A Life Changed by Horses' by Deanie Humphrys-Dunne https://t.co/ywce2MTRQx 
 
Visit her at
https://t.co/DA9plrrtev 
https://t.co/QBtMMiF3NP 
https://t.co/fLozLRPaVk 

 #AuthorUpROAR @EarthDesires 
@DeanieHDunne https://t.co/Zj2tEIKfM3",1.47E+18,318774557,neutral,other
687,687,en,FALSE,0,7,3,0,2021-12-06T17:20:40.000Z,Has anybody seen Dune yet and is it worth watching?,1.47E+18,1.12E+18,neutral,review or commentary
6156,6156,en,FALSE,0,0,1,0,2021-12-04T02:02:05.000Z,"""HEAVEN DRIPS"" — A Bad Lip Reading of Dune https://t.co/zUnPatLqqf via @YouTube",1.47E+18,42514101,neutral,book
4644,4644,en,FALSE,0,0,2,0,2021-12-04T19:24:41.000Z,"1. Dune
2. The Suicide Squad 
3. Venom 2 https://t.co/ZXOycIvNf0",1.47E+18,1.00E+18,positive,review or commentary
2066,2066,en,FALSE,0,0,3,0,2021-12-05T22:43:25.000Z,Amused that @Channel4 used music from the recent Dune movie for their #F1 highlights program. Yet I'll warrant there's no sand worm appearances during the race! https://t.co/yHiFHsatPZ,1.47E+18,20844018,neutral,soundtrack or sound quality
8563,8563,en,FALSE,0,1,2,0,2021-12-03T01:22:11.000Z,y’all seeing dune while I’ve been dune your dad,1.47E+18,1.15E+18,neutral,review or commentary
4422,4422,en,FALSE,0,0,0,0,2021-12-04T21:25:26.000Z,(me sticking my hand into the soda box) this is just like dune,1.47E+18,8.11E+17,neutral,review or commentary
221,221,en,FALSE,0,1,1,0,2021-12-06T22:01:38.000Z,Dune is a movie only to be viewed for the first time on big screens. And then on another big screen. Amazing. #DuneMovie,1.47E+18,8.71E+17,positive,theatre or streaming service
3080,3080,en,FALSE,0,0,0,0,2021-12-05T11:36:53.000Z,Tired and Destroyed from the last stream...BUT I SAW DUNE! https://t.co/dYG8gMFtTE,1.47E+18,1.14E+18,neutral,theatre or streaming service
994,994,en,FALSE,0,0,0,0,2021-12-06T13:36:50.000Z,"One of the best films of 2021. Yes, Dune was dynamic, but Finch is fantastic! https://t.co/x1dSOerUfu #Moviereview or commentary #Movies #films #writers #writing #writingservices #writerslift #writerscommunity #writingcommunity #bloggingcommunity #blogging #writersupportingwriters #Finch",1.47E+18,2388565987,positive,review or commentary
5579,5579,en,FALSE,0,1,4,0,2021-12-04T08:03:23.000Z,just watched Dune in IMAX 😳,1.47E+18,864417181,positive,theatre or streaming service
3026,3026,en,FALSE,0,0,1,0,2021-12-05T12:39:04.000Z,"What is so interesting about the Dune movie, 2hrs+ and I’m still not seeing anything exciting",1.47E+18,9.28E+17,negative,review or commentary
2416,2416,en,FALSE,0,0,18,2,2021-12-05T19:36:53.000Z,"Top 10 of the year (so far).

1. Spencer 
2. Dune
3. Titane 
4. Pig
5. The Green Knight 
6. Inside
7. The Last Duel
8. Last Night in Soho
9. No Time To Die
10. The Power of The Dog https://t.co/YH399znrLR",1.47E+18,491338291,positive,review or commentary
7066,7066,en,FALSE,0,0,0,0,2021-12-03T17:07:25.000Z,Dune and squid game !! https://t.co/r73bD7XZl4,1.47E+18,3717134953,positive,awards or nomination
2087,2087,en,FALSE,0,1,1,0,2021-12-05T22:33:48.000Z,Dune was cool Idc idc,1.47E+18,1.12E+18,positive,review or commentary
8555,8555,en,FALSE,0,1,2,0,2021-12-03T01:24:37.000Z,I never got to see Dune sadge,1.47E+18,1.29E+18,negative,theatre or streaming service
4291,4291,en,FALSE,0,1,0,0,2021-12-04T22:32:40.000Z,"revendo Dune, timothee lindo",1.47E+18,1.44E+18,positive,actors or characters
5405,5405,en,FALSE,0,1,3,0,2021-12-04T10:16:58.000Z,"I’m at IMAX for Dune and I have not felt this much anxiety about crowds in a VERY long time, Jesus H. Christ…",1.47E+18,7.08E+17,negative,theatre or streaming service
1042,1042,en,FALSE,3,0,42,2,2021-12-06T12:59:30.000Z,"Dois posters #fanart do Duna de 1984. Via IG raid71
#Duna #Dune #DuneMovie #dune1984 https://t.co/28XkcrjF1i",1.47E+18,28255548,neutral,cinematography or videography
2868,2868,en,FALSE,0,0,0,0,2021-12-05T14:45:39.000Z,charlotte rampling as mother superior felicita in benedetta (2021) | charlotte rampling as reverend mother mohiam in dune (2021) https://t.co/f0dAf1nefz,1.47E+18,25406384,neutral,actors or characters
7252,7252,en,FALSE,0,0,26,0,2021-12-03T15:30:38.000Z,Baileys gonna move to the middle of Australia to have the true immersive Dune experience https://t.co/lSWWIiw1lZ,1.47E+18,7.81E+17,neutral,cinematography or videography
3690,3690,en,FALSE,0,1,10,0,2021-12-05T04:05:15.000Z,"DUNE doodle! Server was excited to meet me and says they tack my doodles up in the back (awww). Rebecca Ferguson and her freckles absolutely carried this movie btw, and was so much more enjoyable with @PatrickStannard. https://t.co/FDS8qYeE5l",1.47E+18,1.17E+18,positive,actors or characters
3464,3464,en,FALSE,0,1,1,0,2021-12-05T06:22:30.000Z,Watching the incredible Foundation on Apple TV Plus makes me wish Dune was an Apple TV series as well.,1.47E+18,13821902,neutral,theatre or streaming service
2296,2296,en,FALSE,0,0,0,0,2021-12-05T20:45:53.000Z,"Sand Dune – Cherry Red Color with Blue Border Kids Hood Bathrobe for Girls – Half Sleeves, Knee Length, Pocket with Waist Belt – 100% Terry Cotton Bathrobe Gown – Children Hodded Bath Robe for Age Group Between 8 to 9 Years https://t.co/aLZc7Qet6K",1.47E+18,1.29E+18,neutral,other
2522,2522,en,FALSE,0,0,1,0,2021-12-05T18:29:00.000Z,magrelinho de the hand of god &gt; magrelinho de dune https://t.co/sEidKS2ddb,1.47E+18,1.30E+18,neutral,other
5160,5160,en,FALSE,0,2,37,0,2021-12-04T13:11:00.000Z,🎬: Watching #Dune Part One on Blu-ray 📀 https://t.co/yxExXF0fuQ,1.47E+18,1703825978,neutral,cinematography or videography
1575,1575,en,FALSE,11,0,75,0,2021-12-06T03:56:44.000Z,Dune (2021) https://t.co/60szcBhVxg,1.47E+18,43537280,neutral,theatre or streaming service
5709,5709,en,FALSE,0,1,3,0,2021-12-04T06:19:53.000Z,I watched Dune in an IMAX theater with no distractions... and now I understand it. It's good. But also I still think it was too long. Like... cutting 5 minutes of each scene of dessert walking could've done the trick for me.,1.47E+18,33115199,positive,cinematography or videography
4097,4097,en,FALSE,2,0,12,0,2021-12-05T00:08:19.000Z,"Os indicados a 'Melhor Trilha Sonora Original' no The Washington DC Area Film Critics Association são:

- Bryce Dessner e Aaron Dessner (Cyrano)
- Hans Zimmer (Dune)
- Alexandre Desplat (The French Dispatch)
- Jonny Greenwood (The Power of the Dog)
- Jonny Greenwood (Spencer) https://t.co/N6XR6ZEFHZ",1.47E+18,1.39E+18,neutral,actors or characters
1334,1334,en,FALSE,49,2,337,0,2021-12-06T07:23:17.000Z,"The Reverend Mother, the Baron and the doctor.

#Dune https://t.co/zfyTggiqRL",1.47E+18,9.70E+17,neutral,actors or characters
1548,1548,en,FALSE,0,0,3,0,2021-12-06T04:16:15.000Z,"Parents loved Dune, pleasant surprise",1.47E+18,9.53E+17,positive,review or commentary
5383,5383,en,FALSE,0,0,1,0,2021-12-04T10:35:06.000Z,Alia keeps pace with the storm. there it is. ch92's showing 80s Dune,1.47E+18,3033391,neutral,other
6183,6183,en,FALSE,0,0,0,0,2021-12-04T01:45:25.000Z,"Denis Villeneuve was right, Dune in Imax is unparalleled",1.47E+18,633085357,positive,cinematography or videography
1307,1307,en,FALSE,0,1,2,0,2021-12-06T08:01:17.000Z,Spicy Dune take: They should have hired someone with rhythm to make up the sandwalk. I get that it’s “unrhythmic” on purpose but it looks goofy as hell.,1.47E+18,9.05E+17,neutral,cinematography or videography
6756,6756,en,FALSE,0,0,4,0,2021-12-03T20:12:00.000Z,Dune (2021) https://t.co/eNDXkOJGut,1.47E+18,8.62E+17,neutral,review or commentary
8716,8716,en,FALSE,0,1,2,0,2021-12-03T00:16:41.000Z,"Breaking: According to unnamed people familiar with the case, you can now see ""Dune"" in Australia. https://t.co/O42544z19X",1.47E+18,892403450,neutral,theatre or streaming service
5810,5810,en,FALSE,0,0,0,0,2021-12-04T05:16:36.000Z,🍺6| But I’m Learning Dat Tune and Learning Dat Dune Gonna Help Me Learn Em All. Far as Like Thinking on the Week ahead. I’ll use Me as an Example. You on My Twitter and Shit.,1.47E+18,394451363,neutral,other
4178,4178,en,FALSE,3,0,14,0,2021-12-04T23:32:18.000Z,"My favorite nominees:

Saniyya Sidney for Youth Performance
Aunjanue Ellis for Best Supporting Actress
Lady Gaga for Best Actress
Greig Fraser for Dune
Hans Zimmer for Dune https://t.co/yPURkjOvEQ https://t.co/HDEmTMU1nm",1.47E+18,57493299,positive,awards or nomination
3799,3799,en,FALSE,0,0,2,0,2021-12-05T02:57:10.000Z,Not me at the bar shouting over the music in order to ask people if they've read Dune https://t.co/HFfdMBHqUx,1.47E+18,45873916,positive,book
6564,6564,en,FALSE,5,0,1,0,2021-12-03T22:07:08.000Z,"Deanie believes perseverance is the key to accomplishing amazing things and has made it her mission to share this message, one that can benefit every child. 

https://t.co/DA9plrrtev 
https://t.co/ur1NF77vB6 
#AuthorUpROAR #MasterBlaster #WilbursNewHome 
 @DeanieHDunne https://t.co/YWMAyWlNDH",1.47E+18,318774557,neutral,other
